,year,fuel,seller_type_Individual,seller_type_Trustmark Dealer,transmission,owner,engine,max_power
6469,0.9637681159420289,1,1,0,1,1,-0.5213222350292585,-0.2753274836533037
2286,0.8695652173913043,1,1,0,1,2,-1.3205110879811557,-1.2778435370775807
8025,0.8115942028985508,1,1,0,1,2,-1.3205110879811557,-1.5400313688224
7337,0.9492753623188406,0,0,0,0,1,0.9793989776210622,2.8861503068697116
6415,0.8840579710144928,1,1,0,1,2,-0.5292941936621951,-0.7675639935742224
3488,0.9492753623188406,1,1,0,1,1,-0.5173362557127902,-0.21499609011202264
2385,0.927536231884058,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
4836,0.927536231884058,1,1,0,1,1,-1.3205110879811557,-1.2496512971050195
5438,0.9057971014492754,0,1,0,1,3,-0.5173362557127902,-0.4687262498650736
2537,0.927536231884058,0,1,0,1,2,3.036164304918713,2.1672481875694003
2755,0.9637681159420289,0,1,0,0,1,-0.41967976245931643,-0.08813101023549713
6928,0.9202898550724637,0,1,0,1,1,-0.41967976245931643,-0.08080102784263107
6028,0.9057971014492754,0,1,0,1,2,1.4357936093566843,1.3102040924035392
1150,0.9637681159420289,1,0,1,0,1,-0.5173362557127902,-0.08080102784263107
7716,0.9492753623188406,1,0,0,0,1,1.784566799547662,2.700081523050808
7032,0.9130434782608695,1,1,0,1,1,-1.2846372741329408,-1.0269326013217857
6976,0.9420289855072463,1,0,0,0,1,0.2778666179226387,0.3347525893529212
5044,0.9710144927536232,0,1,0,1,1,-0.1247172930406611,-0.08249256224098481
3835,0.9637681159420289,0,1,0,0,1,1.0172657811275112,2.7733813469794666
2236,0.927536231884058,0,1,0,1,1,-0.10678038611655369,-0.6096874497278797
2349,0.9057971014492754,1,1,0,1,2,-1.3205110879811557,-1.2778435370775807
5898,0.9492753623188406,1,1,0,1,1,-0.5213222350292585,-0.3587765139720847
5377,0.9420289855072463,0,1,0,1,2,0.004827034744559138,0.4743041772170993
7143,0.8985507246376812,1,1,0,1,2,-0.32003027954760854,-0.1642500581614125
4140,0.9347826086956522,0,1,0,1,1,0.07856765209922298,0.19632869108764567
1980,0.9565217391304348,0,0,0,0,1,2.5837556524995593,2.251824907487084
6370,0.9492753623188406,1,1,0,1,1,-0.5213222350292585,-0.2753274836533037
7510,0.8985507246376812,0,1,0,1,2,0.06860270380805218,0.5180021491745691
4418,0.9637681159420289,0,1,0,0,1,1.0172657811275112,2.7733813469794666
428,0.9637681159420289,0,1,0,0,1,0.07856765209922298,-0.3587765139720847
7047,0.9420289855072463,0,1,0,1,1,2.0297045275104635,2.366285401775683
1917,0.9202898550724637,0,1,0,1,1,1.4357936093566843,1.3637693483514057
7382,0.9492753623188406,1,1,0,1,1,-0.9179271770178559,-0.6931364800466607
3967,0.9492753623188406,0,1,0,1,1,0.07856765209922298,0.19632869108764567
3660,0.9492753623188406,0,1,0,1,1,2.121382051789235,-0.8324061455111134
844,0.9637681159420289,1,1,0,1,1,-0.5213222350292585,-0.2753274836533037
4651,0.9565217391304348,0,1,0,1,2,2.3744917383849726,-0.304083568425316
5001,0.8768115942028986,1,1,0,1,1,0.07657466244098882,-0.38414952994738993
144,0.9202898550724637,1,0,0,0,1,0.6764645495694703,1.30823063560546
6720,0.9637681159420289,0,1,0,1,1,0.9913569155704672,2.2095365475282422
1387,0.9420289855072463,0,0,0,1,1,-0.1247172930406611,-0.08164679504180794
3716,0.9492753623188406,1,1,0,1,1,-0.5292941936621951,-0.08249256224098481
6331,0.9057971014492754,0,1,0,1,3,0.004827034744559138,-0.8042139055385521
7964,0.9637681159420289,0,1,0,1,1,-0.41967976245931643,-0.08813101023549713
3855,0.9347826086956522,0,1,0,1,1,2.063585351700444,0.2529950934324935
1145,0.9492753623188406,1,0,1,1,1,0.07458167278275465,-0.08164679504180794
2274,0.9565217391304348,1,1,0,1,1,-0.5173362557127902,-0.4969184898376348
1799,0.927536231884058,0,1,0,0,2,0.07856765209922298,0.3375718133501771
3988,0.8985507246376812,0,1,0,1,4,1.4357936093566843,1.30823063560546
5275,0.9492753623188406,0,1,0,1,2,-0.1247172930406611,-0.08164679504180794
7487,0.927536231884058,0,1,0,1,1,2.053620403409273,0.09511854958615079
464,0.9492753623188406,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
7437,0.8985507246376812,0,1,0,1,3,-0.41967976245931643,-0.24741716608046818
955,0.9420289855072463,0,1,0,1,1,-0.41967976245931643,-0.08813101023549713
3742,0.9492753623188406,1,1,0,1,2,-0.5213222350292585,-0.2761732508524805
1345,0.9565217391304348,0,1,0,1,1,-0.5432451212698343,-0.4977642570368117
4683,0.9492753623188406,0,0,0,1,1,0.06860270380805218,0.2360797494489569
6480,0.9637681159420289,1,1,0,1,1,0.2639156903149996,0.8365744608645108
1613,0.9202898550724637,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
2255,0.9420289855072463,1,1,0,1,1,-1.3145321190064532,-1.0804978572696522
644,0.8913043478260869,1,1,0,1,2,-0.5711469764851125,-0.7506486495906858
7844,0.9202898550724637,0,1,0,1,1,1.4357936093566843,1.3637693483514057
3877,0.9492753623188406,1,1,0,0,1,-0.5193292453710243,-0.4405340098925124
7986,0.9637681159420289,1,1,0,1,1,-0.5233152246874927,-0.1360578181888513
5631,0.9420289855072463,1,0,0,0,1,0.2778666179226387,0.3347525893529212
7275,0.8913043478260869,1,1,0,1,3,-0.41967976245931643,-0.24741716608046818
1077,0.9492753623188406,0,0,0,0,1,1.077055470874536,2.4068822273361707
158,0.9492753623188406,1,0,0,0,1,1.0611115536086626,2.520778876825318
2313,0.8623188405797102,1,1,0,1,2,-0.9278921253090266,-0.891609849453492
5188,0.9420289855072463,0,1,0,0,1,1.0690835122415994,2.7733813469794666
4633,0.9492753623188406,0,1,0,1,1,-0.41967976245931643,-0.08813101023549713
1096,0.9492753623188406,0,0,0,0,1,1.077055470874536,2.4068822273361707
2974,0.8913043478260869,1,1,0,1,1,0.07657466244098882,0.7435400689550589
6879,0.9202898550724637,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
4437,0.9347826086956522,1,1,0,1,2,-1.3205110879811557,-1.2496512971050195
937,0.9057971014492754,0,1,0,1,2,-0.1247172930406611,-0.637879689700441
2943,0.9420289855072463,0,1,0,1,2,1.8622933962187942,1.5836688201373836
7575,0.9202898550724637,0,1,0,1,2,1.4357936093566843,1.3637693483514057
7461,0.9130434782608695,0,1,0,1,1,-0.1247172930406611,-0.637879689700441
3286,0.9057971014492754,1,1,0,1,1,-0.9179271770178559,-0.7196371856208686
7390,0.9492753623188406,0,1,0,0,1,-0.41967976245931643,-0.4963546450381837
6051,0.9347826086956522,0,1,0,1,1,1.4357936093566843,1.3637693483514057
5972,0.9130434782608695,0,1,0,1,2,0.004827034744559138,-0.803650060739101
7208,0.8623188405797102,1,1,0,1,1,-0.41967976245931643,-0.24741716608046818
7023,0.9130434782608695,1,0,0,1,3,-0.5213222350292585,-0.3277650500022675
7579,0.9420289855072463,0,1,0,1,2,0.07856765209922298,0.19661061348737102
1710,0.9637681159420289,1,0,0,0,1,2.049634424092805,3.4657827607055705
7651,0.927536231884058,0,1,0,1,1,-0.41967976245931643,-0.24741716608046818
8079,0.8768115942028986,0,1,0,1,3,-0.10678038611655369,-0.6096874497278797
5506,0.9202898550724637,0,0,0,0,1,1.3740109299514254,2.2095365475282422
3878,0.9492753623188406,0,1,0,1,1,-0.8202706837643822,-0.637879689700441
7413,0.9565217391304348,1,1,0,1,1,-0.527301204003961,0.0931450927880717
7402,0.9130434782608695,1,1,0,0,1,0.2639156903149996,0.8365744608645108
992,0.8985507246376812,0,1,0,1,1,-0.41967976245931643,-0.24741716608046818
1833,0.9130434782608695,0,1,0,1,1,-0.1247172930406611,-0.637879689700441
7153,0.9347826086956522,0,1,0,1,2,0.07856765209922298,0.20788750947639567
592,0.9130434782608695,1,0,0,1,2,-1.2846372741329408,-1.0269326013217857
7753,0.9637681159420289,0,0,0,1,1,2.121382051789235,-0.8070331295358083
5653,0.9347826086956522,1,1,0,1,1,-0.5173362557127902,-0.2601036740681204
7407,0.8985507246376812,0,1,0,1,1,0.8717775360764177,0.377040949311763
8074,0.9202898550724637,1,1,0,1,3,0.25395074202382883,0.3262949173611529
5680,0.8478260869565217,1,1,0,1,3,-0.41967976245931643,-0.24741716608046818
6460,0.9347826086956522,1,1,0,1,1,-1.3205110879811557,-1.2496512971050195
3599,0.9710144927536232,1,1,0,1,1,-0.5193292453710243,-0.6928545576469354
1405,0.9057971014492754,0,1,0,1,2,-0.41967976245931643,-0.4687262498650736
268,0.9637681159420289,1,1,0,1,1,-0.5213222350292585,-0.2753274836533037
3589,0.9565217391304348,1,1,0,1,1,-0.5193292453710243,-0.27138057005714505
5091,0.9420289855072463,1,0,1,1,1,-0.5173362557127902,-0.08249256224098481
7425,0.8985507246376812,1,1,0,1,3,0.07657466244098882,0.7435400689550589
5752,0.9347826086956522,0,1,0,0,2,1.4357936093566843,1.3637693483514057
3913,0.9420289855072463,1,1,0,1,1,-0.5213222350292585,-0.2761732508524805
6754,0.8985507246376812,1,1,0,1,2,-0.9179271770178559,-0.7196371856208686
2418,0.9492753623188406,1,1,0,1,1,-0.5233152246874927,-0.1360578181888513
5891,0.9202898550724637,1,1,0,1,1,-1.2846372741329408,-1.0269326013217857
3754,0.9130434782608695,0,1,0,1,1,-0.11873832406595863,-0.6942641696455634
250,0.8840579710144928,1,1,0,1,2,-0.2343317242435398,-0.2460075540818398
1605,0.9057971014492754,0,1,0,1,1,1.4357936093566843,1.3073848684062832
7898,0.9492753623188406,0,1,0,1,1,-0.41967976245931643,-0.08813101023549713
5505,0.9202898550724637,0,0,0,1,1,0.07856765209922298,0.3353164341523723
930,0.9130434782608695,0,1,0,1,3,-0.41967976245931643,-0.08080102784263107
5037,0.9565217391304348,1,1,0,0,1,-0.5213222350292585,-0.2770190180516574
7554,0.9347826086956522,0,1,0,1,2,2.0297045275104635,2.435074467308732
674,0.9130434782608695,0,1,0,1,2,-0.10678038611655369,-0.5814952097553185
3646,0.9347826086956522,0,1,0,1,1,2.121382051789235,-0.4687262498650736
1923,0.9420289855072463,0,1,0,0,2,3.466650071097291,2.970727026787395
6369,0.9565217391304348,1,1,0,1,1,-0.5213222350292585,-0.2753274836533037
4009,0.9492753623188406,1,1,0,1,1,-0.5292941936621951,-0.08249256224098481
2726,0.8405797101449275,0,1,0,1,4,-0.41967976245931643,-0.24741716608046818
2621,0.8913043478260869,1,1,0,1,1,-0.18052100347121752,-0.08249256224098481
1793,0.9420289855072463,1,1,0,1,1,0.2639156903149996,0.8365744608645108
3049,0.9637681159420289,1,1,0,1,1,-0.9159341873596217,-0.5533029697827573
2325,0.9710144927536232,1,1,0,1,2,-0.9179271770178559,-0.6942641696455634
6077,0.9492753623188406,1,1,0,1,1,-0.5213222350292585,-0.2770190180516574
3732,0.9057971014492754,0,1,0,1,2,-0.41967976245931643,-0.4969184898376348
692,0.9347826086956522,1,1,0,1,2,-0.9179271770178559,-0.6931364800466607
617,0.9057971014492754,1,1,0,1,1,-0.9179271770178559,-0.6914449456483074
3239,0.9492753623188406,1,1,0,0,1,4.275803872340359,5.310682944509976
2284,0.9347826086956522,1,1,0,1,1,-0.5213222350292585,-0.2761732508524805
7792,0.9420289855072463,0,0,0,0,1,3.036164304918713,2.1672481875694003
6189,0.9492753623188406,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
1911,0.927536231884058,1,1,0,1,1,-0.9179271770178559,-0.6914449456483074
5148,0.9057971014492754,0,1,0,1,1,-0.1247172930406611,-0.04584265027665531
262,0.9347826086956522,0,1,0,1,2,0.07856765209922298,0.19661061348737102
2958,0.927536231884058,0,1,0,1,2,0.07856765209922298,0.19632869108764567
2856,0.9565217391304348,1,1,0,1,1,-0.5213222350292585,-0.2753274836533037
3379,0.9347826086956522,1,1,0,1,1,-0.5213222350292585,-0.24008718368760212
3567,0.9420289855072463,0,1,0,1,1,-0.41967976245931643,-0.08813101023549713
4618,0.8478260869565217,1,1,0,1,1,-1.3205110879811557,-1.5400313688224
2302,0.9420289855072463,1,1,0,1,1,-1.2846372741329408,-1.0269326013217857
6874,0.927536231884058,0,1,0,1,1,1.4357936093566843,0.7999245489001813
489,0.9565217391304348,1,1,0,1,1,-0.5213222350292585,-0.2753274836533037
2227,0.9057971014492754,0,1,0,1,2,0.2778666179226387,0.377040949311763
5045,0.9347826086956522,0,1,0,1,1,0.07856765209922298,0.19632869108764567
2582,0.9492753623188406,0,1,0,1,1,0.06860270380805218,-0.6096874497278797
8,0.9057971014492754,0,1,0,1,1,-0.18849296210415414,-0.6914449456483074
3699,0.9130434782608695,0,1,0,1,1,-0.41967976245931643,-0.24741716608046818
7396,0.8913043478260869,0,1,0,1,1,1.0611115536086626,1.4201538282965283
4455,0.927536231884058,0,1,0,1,1,0.004827034744559138,0.4743041772170993
2444,0.9202898550724637,0,1,0,1,2,2.121382051789235,-0.8324061455111134
1826,0.927536231884058,0,1,0,1,1,2.121382051789235,-0.8324061455111134
2291,0.8623188405797102,1,1,0,1,2,-0.41967976245931643,-0.24741716608046818
1018,0.9492753623188406,1,1,0,1,1,-0.5173362557127902,-0.21499609011202264
6161,0.8478260869565217,1,1,0,1,1,-1.3205110879811557,-1.5400313688224
1074,0.9492753623188406,0,0,0,1,1,0.24597878339089221,0.9747164367300609
2004,0.9347826086956522,0,1,0,1,1,0.06860270380805218,0.2360797494489569
4021,0.9347826086956522,0,1,0,1,1,-0.1247172930406611,-0.08164679504180794
5796,0.8985507246376812,1,1,0,1,2,0.6764645495694703,1.92761414780263
7089,0.9202898550724637,0,1,0,1,2,0.24597878339089221,0.978099505526768
3916,0.9057971014492754,0,1,0,1,2,-0.41967976245931643,-0.4997377138348908
7260,0.927536231884058,0,1,0,1,2,-0.11873832406595863,-0.6942641696455634
3085,0.9565217391304348,0,0,0,1,1,-0.41967976245931643,-0.4969184898376348
786,0.9492753623188406,1,1,0,1,1,-1.3145321190064532,-1.0889555292614204
7886,0.8768115942028986,0,1,0,1,4,-0.41967976245931643,-0.4687262498650736
1761,0.9637681159420289,1,1,0,1,1,-0.5213222350292585,-0.2753274836533037
2825,0.9420289855072463,0,0,0,1,2,-0.41967976245931643,-0.08813101023549713
1098,0.9492753623188406,0,0,0,0,1,1.077055470874536,2.4068822273361707
5629,0.9637681159420289,0,0,0,0,1,1.0690835122415994,2.7733813469794666
7028,0.9420289855072463,1,1,0,1,1,-0.9179271770178559,-0.6931364800466607
6926,0.9057971014492754,0,1,0,1,1,0.24597878339089221,0.9775356607273169
6603,0.9202898550724637,0,1,0,1,2,1.4357936093566843,1.3102040924035392
2638,0.9420289855072463,1,0,1,1,1,-0.5173362557127902,-0.08249256224098481
7861,0.9347826086956522,0,1,0,1,1,1.4357936093566843,1.5876157337335417
2307,0.8985507246376812,1,1,0,1,3,-0.5233152246874927,-0.6096874497278797
1739,0.9492753623188406,1,1,0,1,1,-0.5213222350292585,-0.27138057005714505
615,0.9130434782608695,0,1,0,1,2,-0.11873832406595863,-0.6660719296730021
4721,0.9420289855072463,0,1,0,1,1,0.004827034744559138,-0.7760216655659911
347,0.9565217391304348,1,0,0,1,1,-0.5213222350292585,-0.2770190180516574
5694,0.8840579710144928,1,1,0,1,1,-0.14066121030653436,-0.6660719296730021
8118,0.9202898550724637,1,1,0,1,1,-0.5213222350292585,-0.24741716608046818
3793,0.9202898550724637,0,1,0,1,1,-0.18849296210415414,-0.6925726352472097
5834,0.9420289855072463,0,1,0,0,3,1.4357936093566843,1.3637693483514057
7099,0.9347826086956522,1,1,0,1,1,0.2778666179226387,0.30656034938036
3254,0.9420289855072463,1,1,0,1,1,-0.5213222350292585,-0.2770190180516574
100,0.8913043478260869,1,0,0,1,2,-0.9179271770178559,-0.6928545576469354
6292,0.9565217391304348,1,0,0,1,2,-0.17055605518004674,0.05846863762182129
1548,0.9420289855072463,1,1,0,1,1,0.08056064175745713,0.5292790451635938
3630,0.9637681159420289,0,1,0,1,2,-0.41967976245931643,-0.4969184898376348
3690,0.9347826086956522,0,1,0,1,1,0.07856765209922298,0.19632869108764567
6477,0.9420289855072463,0,1,0,1,1,0.07856765209922298,-0.08249256224098481
7197,0.855072463768116,1,1,0,1,4,-1.3205110879811557,-1.2778435370775807
1528,0.8913043478260869,1,1,0,1,3,-0.32003027954760854,-0.1642500581614125
7160,0.9565217391304348,1,1,0,1,1,-0.5213222350292585,-0.2761732508524805
4679,0.9202898550724637,0,1,0,1,2,1.4357936093566843,1.3637693483514057
4324,0.9637681159420289,0,1,0,0,1,1.0172657811275112,2.7733813469794666
3711,0.9130434782608695,0,1,0,1,2,1.4357936093566843,1.3102040924035392
2104,0.9347826086956522,0,1,0,1,1,0.24597878339089221,0.9747164367300609
577,0.9420289855072463,0,1,0,1,1,1.0730694915580676,0.7999245489001813
7397,0.9130434782608695,0,1,0,1,1,-0.41967976245931643,-0.08080102784263107
6169,0.9347826086956522,0,1,0,1,1,1.4357936093566843,1.5876157337335417
7919,0.9057971014492754,0,1,0,0,1,1.3640459816602546,3.1398804666227624
3099,0.9202898550724637,1,0,1,1,1,-0.9179271770178559,-0.6928545576469354
5158,0.9637681159420289,0,1,0,1,1,0.07856765209922298,0.20675981987749306
5900,0.9710144927536232,0,1,0,1,1,2.121382051789235,-0.6096874497278797
7551,0.8768115942028986,0,1,0,1,2,0.8717775360764177,0.8675859248343284
5676,0.8768115942028986,1,1,0,1,1,-1.3205110879811557,-1.2778435370775807
5450,0.9057971014492754,0,1,0,1,2,2.121382051789235,-0.8070331295358083
4532,0.9420289855072463,1,1,0,1,2,-1.3205110879811557,-1.2496512971050195
374,0.9637681159420289,0,1,0,0,1,1.0172657811275112,2.7733813469794666
1951,0.9347826086956522,0,1,0,1,1,-0.6747824387132886,-0.5812132873555927
5763,0.9202898550724637,0,1,0,1,1,0.24597878339089221,0.978099505526768
7020,0.8985507246376812,1,1,0,1,1,-0.5233152246874927,-0.6096874497278797
3712,0.8840579710144928,0,1,0,1,1,2.121382051789235,-0.8070331295358083
3694,0.9420289855072463,0,1,0,1,1,2.121382051789235,-0.8324061455111134
2379,0.9347826086956522,0,0,0,1,1,0.004827034744559138,-0.22063453810653497
4312,0.9347826086956522,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
5073,0.9057971014492754,1,1,0,1,1,-0.9239061459925584,-0.8352253695083695
7333,0.9492753623188406,0,0,0,1,1,0.004827034744559138,-0.22063453810653497
3780,0.9347826086956522,1,1,0,1,1,-0.5213222350292585,-0.2761732508524805
5015,0.9492753623188406,0,1,0,1,1,-0.41967976245931643,-0.08813101023549713
6310,0.9420289855072463,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
8114,0.9057971014492754,1,1,0,1,1,-1.3205110879811557,-1.2778435370775807
1178,0.927536231884058,0,1,0,1,2,2.0735502999916147,-0.5420260737937326
5302,0.9492753623188406,0,1,0,1,4,0.07856765209922298,0.19632869108764567
1432,0.782608695652174,0,1,0,1,2,-0.41967976245931643,-0.24741716608046818
7620,0.9130434782608695,0,1,0,1,3,-0.41967976245931643,-0.4997377138348908
7161,0.8768115942028986,1,1,0,1,3,-0.74254408709325,-0.7055410656345881
5349,0.8188405797101449,0,1,0,1,2,1.0750624812163019,-0.6660719296730021
881,0.9637681159420289,1,1,0,1,1,-0.9159341873596217,-0.5533029697827573
2315,0.927536231884058,1,0,0,1,1,-0.5193292453710243,-0.1360578181888513
2673,0.9637681159420289,1,0,1,0,1,-0.5213222350292585,-0.2770190180516574
7048,0.9202898550724637,0,1,0,1,1,1.4357936093566843,1.3102040924035392
845,0.9057971014492754,1,1,0,1,2,-0.14066121030653436,-0.6660719296730021
586,0.9347826086956522,1,1,0,1,2,-1.2846372741329408,-1.0269326013217857
208,0.9492753623188406,1,1,0,1,1,-0.5213222350292585,-0.2770190180516574
1652,0.9710144927536232,1,1,0,0,1,-0.5213222350292585,-0.2753274836533037
2027,0.9347826086956522,1,1,0,1,1,-0.5233152246874927,-0.1360578181888513
3292,0.9492753623188406,1,1,0,1,1,-0.9159341873596217,-0.6942641696455634
7387,0.9057971014492754,0,1,0,1,2,-0.11873832406595863,-0.6660719296730021
912,0.9130434782608695,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
636,0.9420289855072463,1,1,0,1,1,-0.9179271770178559,-0.6931364800466607
5778,0.9565217391304348,1,1,0,1,1,-0.5193292453710243,-0.13887704218610725
5225,0.9565217391304348,0,1,0,1,1,0.004827034744559138,-0.23924141648842526
1987,0.9565217391304348,0,0,0,1,1,2.0715573103333806,0.377040949311763
165,0.9420289855072463,0,0,0,0,1,1.0690835122415994,2.7733813469794666
5560,0.9565217391304348,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
7310,0.8840579710144928,0,1,0,1,1,-0.41967976245931643,-0.4687262498650736
5179,0.927536231884058,0,1,0,1,2,2.063585351700444,0.2529950934324935
4768,0.9420289855072463,1,0,0,0,1,-0.5213222350292585,0.3375718133501771
882,0.9130434782608695,0,1,0,1,2,-1.0414925358283738,-0.9592712253876388
1441,0.9420289855072463,0,0,0,1,1,-0.41967976245931643,-0.08813101023549713
4698,0.927536231884058,0,1,0,1,2,-0.41967976245931643,-0.4969184898376348
6850,0.927536231884058,0,1,0,1,2,2.063585351700444,0.2529950934324935
5084,0.9637681159420289,1,0,0,0,1,2.049634424092805,3.4657827607055705
5176,0.927536231884058,0,1,0,1,1,-0.10678038611655369,-0.6375977673007152
2890,0.9347826086956522,0,1,0,1,2,-0.41967976245931643,-0.08813101023549713
1873,0.9637681159420289,1,0,1,0,1,-0.5173362557127902,-0.08080102784263107
2689,0.927536231884058,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
3424,0.9637681159420289,1,0,1,0,1,-0.5173362557127902,-0.08080102784263107
7466,0.9057971014492754,0,1,0,1,2,2.121382051789235,-0.8070331295358083
7786,0.9492753623188406,1,1,0,1,2,-1.3145321190064532,-1.0804978572696522
5386,0.9130434782608695,0,1,0,1,1,0.07856765209922298,-0.08249256224098481
4788,0.9565217391304348,1,0,0,0,1,1.0611115536086626,2.576035667171538
3371,0.9492753623188406,1,1,0,1,1,-0.5173362557127902,-0.21499609011202264
6656,0.9420289855072463,1,1,0,1,3,-0.5213222350292585,-0.27138057005714505
6127,0.9420289855072463,1,1,0,1,2,-0.5173362557127902,-0.4969184898376348
5679,0.9492753623188406,0,1,0,1,2,-0.18849296210415414,-0.6931364800466607
2111,0.9565217391304348,0,1,0,1,1,-0.5432451212698343,-0.4977642570368117
2016,0.8913043478260869,0,1,0,1,3,2.0715573103333806,0.5743866291196915
5538,0.9492753623188406,0,1,0,1,1,1.4357936093566843,1.3637693483514057
551,0.9420289855072463,0,1,0,1,1,0.24597878339089221,0.9747164367300609
1459,0.9420289855072463,0,1,0,1,2,-0.41967976245931643,-0.4969184898376348
5646,0.9637681159420289,1,0,0,1,1,-0.74254408709325,-0.6640984728749231
2640,0.9637681159420289,1,0,1,0,1,-0.5213222350292585,-0.2770190180516574
1913,0.9130434782608695,0,1,0,1,1,2.121382051789235,-0.4687262498650736
6414,0.9637681159420289,0,1,0,1,1,0.07856765209922298,0.19661061348737102
2791,0.9347826086956522,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
1897,0.8985507246376812,0,1,0,1,3,1.0611115536086626,1.5864880441346396
7853,0.9492753623188406,1,1,0,0,1,0.07657466244098882,0.723805500974266
2112,0.9057971014492754,1,1,0,1,1,-0.9179271770178559,-0.6914449456483074
7076,0.9347826086956522,0,1,0,1,1,-0.41967976245931643,-0.08080102784263107
7309,0.9347826086956522,0,1,0,1,1,-0.41967976245931643,-0.08080102784263107
841,0.9130434782608695,1,1,0,1,2,-0.5213222350292585,-0.1642500581614125
3513,0.927536231884058,0,1,0,1,1,2.121382051789235,-0.8324061455111134
4752,0.8913043478260869,0,1,0,1,4,2.063585351700444,0.29246422939407934
6474,0.9492753623188406,1,1,0,1,1,-0.9159341873596217,-0.6942641696455634
2187,0.9130434782608695,1,1,0,1,2,0.07657466244098882,0.6956132610017047
6991,0.9347826086956522,0,1,0,0,1,1.4357936093566843,1.3637693483514057
6925,0.9130434782608695,0,1,0,1,3,0.24597878339089221,0.978099505526768
403,0.927536231884058,1,1,0,1,2,-0.9179271770178559,-0.6928545576469354
2023,0.9347826086956522,1,1,0,1,2,-0.17055605518004674,0.05846863762182129
7806,0.8913043478260869,0,0,0,0,2,1.0690835122415994,2.7096668846414786
1292,0.9347826086956522,0,1,0,1,1,0.07856765209922298,0.19632869108764567
5742,0.8768115942028986,1,1,0,1,4,-0.41967976245931643,-0.24741716608046818
5955,0.8985507246376812,1,0,0,1,1,-0.9179271770178559,-0.6914449456483074
4308,0.8985507246376812,1,1,0,0,2,0.6425837253794896,2.0178293157148257
1848,0.9492753623188406,0,1,0,1,1,-0.10678038611655369,-0.6375977673007152
1026,0.9492753623188406,1,1,0,1,2,-0.9179271770178559,-0.6931364800466607
1335,0.8913043478260869,0,1,0,1,2,-0.41967976245931643,-0.4687262498650736
5614,0.9492753623188406,0,0,0,0,1,1.077055470874536,2.4068822273361707
480,0.8985507246376812,1,1,0,1,2,-0.9179271770178559,-0.7196371856208686
2844,0.9202898550724637,0,1,0,1,3,-0.41967976245931643,-0.4969184898376348
6116,0.9420289855072463,0,1,0,1,1,0.004827034744559138,-0.22063453810653497
1663,0.8768115942028986,0,1,0,1,2,0.004827034744559138,-0.7506486495906858
7546,0.9420289855072463,1,1,0,1,1,-0.5193292453710243,-0.6942641696455634
6951,0.9057971014492754,0,1,0,1,1,-0.5173362557127902,-0.4687262498650736
2553,0.9492753623188406,1,1,0,1,1,-0.5213222350292585,-0.2753274836533037
1213,0.8840579710144928,0,1,0,1,2,-0.41967976245931643,-0.24741716608046818
8123,0.9202898550724637,1,1,0,1,1,-0.5213222350292585,-0.24741716608046818
7228,0.9492753623188406,1,1,0,1,1,-0.9179271770178559,-0.6931364800466607
7696,0.8985507246376812,1,1,0,1,1,-1.3205110879811557,-1.2778435370775807
5132,0.9057971014492754,1,1,0,1,1,-0.9179271770178559,-0.6914449456483074
874,0.8985507246376812,0,1,0,1,2,-0.41967976245931643,-0.07967333824372885
3008,0.9057971014492754,0,1,0,1,1,-0.10678038611655369,-0.6096874497278797
546,0.9347826086956522,1,1,0,1,1,-0.9179271770178559,-0.6931364800466607
1139,0.9420289855072463,1,0,1,0,1,2.063585351700444,1.862771995865739
7872,0.9637681159420289,0,0,0,0,1,1.0690835122415994,2.7733813469794666
7405,0.927536231884058,1,1,0,1,2,-1.2846372741329408,-1.0269326013217857
3430,0.9202898550724637,0,1,0,1,2,-0.1247172930406611,-0.08080102784263107
5861,0.9492753623188406,0,1,0,1,1,-0.1247172930406611,-0.08164679504180794
2996,0.9202898550724637,0,1,0,1,1,-0.41967976245931643,-0.4687262498650736
4207,0.9492753623188406,0,0,0,1,1,0.07856765209922298,0.20788750947639567
3298,0.9565217391304348,0,1,0,1,1,1.4357936093566843,1.7266034767982688
5287,0.9420289855072463,1,1,0,1,1,-0.5173362557127902,-0.4179802179144635
8024,0.9130434782608695,1,1,0,1,2,-1.2846372741329408,-1.0269326013217857
2611,0.927536231884058,0,1,0,1,2,-0.1247172930406611,-0.08249256224098481
2847,0.9347826086956522,1,1,0,1,1,-1.6633053091974308,-1.5259352488361193
6872,0.8768115942028986,1,1,0,1,3,-1.3205110879811557,-1.2778435370775807
7755,0.927536231884058,1,1,0,1,1,-0.74254408709325,-0.6646623176743742
7832,0.9420289855072463,0,1,0,1,1,0.24597878339089221,0.9747164367300609
3628,0.9492753623188406,1,1,0,1,1,-0.5213222350292585,-0.2403691060873279
6987,0.9347826086956522,0,1,0,1,2,-0.1247172930406611,-0.08164679504180794
